duration,protocol_type,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,failure
184,0,25915,195,0,4,2,29,5,0,45,461,30,0.8089968326711845,0.5377326682163045,0.2970773322426225,0.5006308617697796,1
16,0,2787,1539,1,2,0,1,0,1,3,344,108,0.03198481575327874,0.03823268208889305,0.923651188548882,0.0885692448870286,0
2,2,3019,313,0,0,0,0,0,1,1,464,373,0.05450163620948184,0.05268890820409903,0.8139145456408469,0.057781902776994555,0
414,0,74784,417,1,8,3,25,9,1,39,222,8,0.8199149573769136,0.5442743545901993,0.06730520122721768,0.7756897274978221,1
312,2,45239,180,0,3,2,29,6,0,24,320,45,0.7246738656338403,0.68093158097563,0.1752018090958301,0.6864692470845166,1
58,0,590,1151,1,1,0,1,0,0,0,407,303,0.029988775913970023,0.004219421476293928,0.8306669038156721,0.014571764383126929,0
62,1,18897,390,0,9,3,14,7,0,41,306,17,0.653465007920648,0.9813340551533658,0.04199312713952397,0.8651554196046551,1
46,2,3550,3179,0,0,1,9,0,1,1,220,411,0.00490773833685646,0.02901971219804035,0.8333057531965057,0.06930018104323753,0
573,0,8052,136,0,6,4,8,7,0,5,401,34,0.6638965455619183,0.3629105392485892,0.13388195612109768,0.6777618201686195,1
318,2,34345,370,0,0,1,21,6,1,38,364,17,0.8427057895076702,0.8260787757255887,0.1899968453990173,0.7666537527583217,1
40,1,4398,697,0,0,1,5,0,0,4,184,487,0.07922456451919524,0.053987331964749946,0.8342720447451153,0.060086786169361285,0
45,1,1054,482,0,1,0,1,0,1,2,183,168,0.013843527537019486,0.039287522131701606,0.9667090887066588,0.04751970085473113,0
35,1,1206,2864,0,2,0,8,0,1,4,327,141,0.07378985720646467,0.07490181184202553,0.8191683400107563,0.018335976647510865,0
485,0,56927,15,1,7,1,27,8,1,28,276,5,0.7613299142058076,0.8209636861616434,0.14286787851698732,0.6995821225181682,1
40,2,3336,3367,0,1,0,3,0,0,1,479,510,0.055746041331400334,0.026440816506133905,0.9879775312180648,0.0678850555848997,0
590,2,29504,425,0,1,4,19,6,0,49,259,33,0.5434633392214421,0.45539935019594735,0.014894544452304004,0.5609351818594067,1
37,2,920,402,1,2,0,1,1,1,0,341,461,0.06375112409506102,0.0021723174530953074,0.9432218373435068,0.06760985883499702,0
50,0,386,3839,0,0,0,4,0,0,3,228,298,0.0005953144249166487,0.029286619464777154,0.8719037670290167,0.014105987090493589,0
33,0,1703,1003,0,1,1,4,0,1,4,278,243,0.020861349173396517,0.09061200297635517,0.9149260349555619,0.0962654851721939,0
140,1,40772,296,1,0,1,15,3,1,12,361,26,0.7107655209588801,0.508669639544008,0.03861892790091895,0.6899968386467114,1
183,1,86034,272,0,1,1,21,8,0,29,454,15,0.635623751527084,0.626754892125551,0.008793102077202342,0.9506023275142857,1
179,0,54847,217,1,6,2,20,4,1,41,336,20,0.5086169512139351,0.8861014197205703,0.21454636353150872,0.8363479098591711,1
548,0,71617,223,0,1,1,20,3,1,32,368,10,0.8536105723780979,0.832815515315805,0.061689312271200204,0.6171271631536398,1
412,1,26366,171,1,7,0,14,9,1,26,223,45,0.5713637038611629,0.763782976710629,0.10507534331747684,0.970518652691654,1
577,2,18621,463,1,3,2,21,2,0,11,427,25,0.5039049248323102,0.48704751685293557,0.2565971348762646,0.5042911535915438,1
149,1,8642,134,1,6,4,25,2,1,33,315,20,0.8383211485155591,0.4431055631068791,0.2884808254980176,0.8168908957714348,1
393,0,73526,437,0,5,2,22,2,0,7,368,17,0.7346542012264304,0.5180268917089197,0.2954990012986433,0.82262097926977,1
31,1,2419,3889,1,0,0,8,1,0,4,417,337,0.02064338077965261,0.02651125071643914,0.9127719324056492,0.09826356393263647,0
14,2,1035,666,1,2,1,9,0,0,1,137,338,0.04293314879377618,0.06376317250921196,0.959466194619895,0.051036844044337795,0
138,2,39080,303,0,6,0,21,6,1,15,502,11,0.8243396979340165,0.41890537636747827,0.2334563016856099,0.7589403643848152,1
17,0,1547,1337,1,2,0,5,0,1,0,294,369,0.0764588336173779,0.05512474815693811,0.8171482398782001,0.07009691354796659,0
38,1,3556,3780,0,2,1,9,1,1,0,434,148,0.08164839821445224,0.078861919787933,0.8879538633357468,0.04370074058901662,0
0,1,648,2904,1,2,0,5,1,1,2,205,298,0.0015214717426955127,0.09977373538155192,0.8910125513591789,0.03843856037363777,0
287,2,33770,106,0,0,1,25,3,0,9,385,10,0.9326568754533204,0.9532757770391629,0.09435922018164195,0.5442221860624341,1
28,0,479,1321,0,2,0,3,0,0,3,296,38,0.06430382252087388,0.07640090375847255,0.9609862537540818,0.05177588050443718,0
18,1,2387,1183,1,2,0,7,0,1,2,209,508,0.0779357714519841,0.01110793326706061,0.9448472085627385,0.08371854056173873,0
568,1,26204,338,0,9,4,7,6,0,18,474,16,0.8442534779519308,0.9809417432120926,0.23411282919380139,0.8421264955539558,1
3,1,3840,1796,1,0,1,7,0,1,0,492,80,0.02120678730078677,0.06368899219870745,0.9648523470767089,0.05144063432090471,0
250,2,35779,171,1,2,2,8,7,1,14,277,29,0.6197326519564963,0.9102091741508544,0.02452054100426415,0.6271608870396626,1
15,1,3106,429,1,2,1,1,1,1,1,145,507,0.024998992965781064,0.09701399917725004,0.9038962764987866,0.08910716402791255,0
291,1,10397,239,1,9,3,24,4,0,11,314,37,0.6596875482603461,0.4398269311955489,0.004388131448567823,0.8854969354338595,1
12,0,246,159,1,0,0,9,0,1,1,1,154,0.04562338457421009,0.07087124930674264,0.9282862829264535,0.027738700445143916,0
8,0,2972,3348,0,2,0,7,1,0,1,398,510,0.09176228320811174,0.04986313344032244,0.9881538891334904,0.014159284954427665,0
135,1,67207,368,0,7,2,10,8,0,21,469,30,0.5477434670898124,0.43608162233981473,0.2596090812879525,0.9478963910689089,1
54,0,3589,1798,0,0,0,5,0,1,3,261,90,0.08167922359448654,0.07782465030007936,0.8093083061196386,0.027583388156480315,0
9,1,855,3921,1,1,0,6,0,1,3,261,371,0.060034288348038325,0.038531248583803426,0.9411112159818205,0.025095907125506592,0
1,2,4282,3273,1,0,0,2,1,1,1,293,334,0.04265669286537124,0.03616769449682209,0.9177213807739681,0.029357387907478428,0
36,1,4892,1806,0,2,1,2,0,0,1,119,350,0.07340866273984559,0.07729410103345417,0.8331371625908889,0.01706485140200543,0
138,2,55665,65,0,3,3,26,8,0,21,251,32,0.8458630352262908,0.35836881335369036,0.3976326775717061,0.9294429706765488,1
599,0,58292,370,0,7,4,24,4,0,23,242,40,0.7753063139759557,0.5054116711693483,0.2948472151361498,0.9873718440999646,1
0,2,594,833,1,0,0,0,0,0,0,455,196,0.0931814486043558,0.0772252945107343,0.9265725055669519,0.03773945933302578,0
94,0,13822,475,1,9,1,28,7,1,31,206,17,0.9014279867724285,0.3794188277515809,0.20672377336398307,0.9056602611768905,1
25,2,810,3665,0,2,1,3,0,0,4,93,395,0.09562860967060902,0.010862138724468551,0.9919688856749784,0.09734440339362822,0
31,1,1298,1795,1,1,0,8,1,1,4,31,138,0.09565795295312901,0.004063201151315821,0.8419754797887486,0.0014666393303226389,0
34,2,4623,3100,1,0,1,7,1,1,1,252,321,0.0979033702182294,0.005285838356619388,0.9459357699500142,0.015883481316566982,0
26,1,29939,196,1,6,2,7,3,0,15,378,13,0.9122118470531594,0.41886172942082245,0.17644571093134737,0.5578516983037598,1
1,2,1486,268,0,0,1,2,1,0,4,399,172,0.0790144356111975,0.037722874846220604,0.8029876794632808,0.0013777914187126927,0
42,0,4258,324,1,2,1,2,0,1,4,262,242,0.041950234381821286,0.017773619131741004,0.8320128822647083,0.0931819002144043,0
39,2,1150,1353,0,2,1,3,0,1,3,184,406,0.04727237538783359,0.08117150993249407,0.8956055797295985,0.06652425283094617,0
465,1,98704,191,0,4,3,20,6,0,18,301,24,0.7898757160950994,0.3780378326061005,0.20110472424232007,0.5302989170454826,1
24,0,4951,2912,0,0,0,8,1,0,0,508,55,0.03371643330781471,0.059282338961545215,0.8589847696611532,0.03597176302254445,0
176,1,40466,400,1,0,0,26,8,1,9,505,39,0.9827343592756201,0.8760904997143597,0.2741388146579135,0.7581566300123724,1
16,2,2734,1370,1,2,1,1,0,0,1,172,57,0.04904507360035068,0.026047102875230623,0.8502333550167352,0.0017185925392267155,0
8,1,780,745,1,0,0,4,1,0,0,355,154,0.06422625968137279,0.022027411013681553,0.9005611006116497,0.046140731146754835,0
54,1,4314,3267,0,1,1,7,1,0,2,3,234,0.08190881651328065,0.08421322660363867,0.9915114196574885,0.037910581277079275,0
1,2,3325,556,1,2,1,6,1,0,0,183,183,0.06397499276857341,0.07638888353687888,0.9039883936018474,0.08802787425208221,0
55,0,3529,3354,0,0,1,0,1,0,4,426,322,0.04755760816511717,0.07716821599304712,0.8743402237176787,0.006570482491539265,0
58,0,1701,2240,0,0,1,4,0,0,3,164,397,0.043880157581208945,0.03209119391372065,0.9174809737110786,0.0014587907740918338,0
32,0,2249,604,0,0,1,6,0,1,0,136,488,0.08954022625942132,0.00865961475370235,0.9119707801483405,0.03726798144841057,0
54,0,756,3588,1,1,1,4,0,1,3,278,453,0.07810275835867574,0.0029176756950691886,0.9121729644298052,0.0414318509366611,0
45,1,2819,2862,0,1,0,9,1,0,1,418,174,0.09233944617888293,0.0649379307614472,0.8799537216200001,0.027459546108165103,0
55,0,1310,860,0,1,0,2,0,0,2,18,362,0.09787261490448633,0.026677959957343747,0.9048555220458885,0.02942401387730467,0
566,1,41115,108,1,3,0,12,2,1,49,500,12,0.5747083688738968,0.6464529661722697,0.04391453855674757,0.5635246302298533,1
26,0,3457,497,1,0,1,2,0,1,2,433,272,0.06924340843100016,0.03212510645088921,0.923006671131456,0.08575821227903989,0
46,0,472,139,1,2,1,5,0,0,3,453,175,0.08443650029928225,0.06590826512183856,0.8046265452412594,0.0071126125459143215,0
313,1,47392,126,0,6,1,26,9,1,5,442,21,0.964461051450477,0.6668150825746413,0.30514716360775035,0.5296705296355899,1
527,0,90551,100,1,0,2,7,3,0,18,221,42,0.8203532268543181,0.614197299247471,0.0773934553011913,0.8759667791451241,1
553,0,8733,138,1,8,1,14,3,0,6,239,6,0.6781931493653901,0.39875499047512075,0.05319402904411468,0.7425590481305806,1
27,0,4948,2651,1,0,0,3,0,0,4,213,481,0.07522576542076449,0.07933180458135015,0.9856029054254007,0.0020950784931630605,0
14,0,3749,3701,0,2,1,9,1,0,0,386,394,0.00040963695278866123,0.03128088551159602,0.9018406075481273,0.023437124383717103,0
26,1,247,468,0,1,1,0,1,0,4,455,281,0.02494613655940632,0.02430925185093672,0.8299524798489195,0.0717868674109023,0
286,2,32639,356,1,3,0,17,9,1,37,242,14,0.8711923741041306,0.5129642948074769,0.18476614217666817,0.5632931871984055,1
7,1,3811,2957,1,1,1,1,1,1,1,358,507,0.07943703208565303,0.021215486017573407,0.9269837754468847,0.06103260238044968,0
347,1,77290,110,1,8,4,26,9,1,7,222,16,0.892718586348046,0.6166609146374074,0.3663557647732418,0.5300976361222082,1
5,2,4955,2004,1,1,0,0,0,1,4,25,331,0.050983184421961404,0.0777657567494499,0.9279231029885852,0.0633827118027082,0
2,0,1737,807,1,1,1,1,0,1,4,297,428,0.002455599887579252,0.0033140100470409276,0.803111076245602,0.02038004976119393,0
23,0,3889,1339,0,2,1,3,1,0,3,435,409,0.022103140168414227,0.04452716944258749,0.8416670902622336,0.08798913313911637,0
55,1,39500,450,0,0,0,12,4,1,31,436,19,0.5420360779921177,0.6767664678810551,0.39496209790350373,0.7513100862023541,1
27,2,4532,1366,0,0,0,0,0,0,3,497,96,2.929218249128063e-05,0.06802418233218625,0.9210265933619626,0.05032896798604204,0
196,1,81473,364,1,7,1,26,7,0,9,439,11,0.8743326748594944,0.35412392323743846,0.34734630526179444,0.7689312174164478,1
42,0,1632,276,0,2,1,9,1,0,1,498,277,0.08449347694783975,0.02900336944884954,0.9866884656805158,0.03968021082719186,0
55,2,611,2025,1,0,1,2,1,0,3,112,62,0.031222417246677972,0.009940594702402451,0.8528927841610057,0.0008448381515933634,0
348,2,88664,149,1,1,4,19,6,1,31,254,22,0.6400421111513719,0.9375297390936401,0.04151358634663822,0.7374625328087123,1
53,2,4188,1767,1,1,0,0,1,1,1,301,144,0.09590869588706773,0.01621072705303438,0.8744365422182493,0.09846771489512712,0
190,2,9622,416,0,0,1,13,7,0,26,493,8,0.8883816176986659,0.8467851107630753,0.311606298975569,0.8979175925164659,1
584,0,36594,35,0,8,4,24,9,1,15,471,29,0.9022666306309088,0.5186051204431112,0.38149213467475485,0.8251691749177043,1
35,2,3169,1368,0,0,1,5,0,1,1,494,510,0.09418790198772953,0.00022995718348346462,0.9943679091068816,0.00983826958534817,0
11,1,3995,2972,0,2,0,2,1,1,1,238,207,0.011689683853528844,0.06096472029964441,0.8257103092667314,0.05387973248387319,0
57,2,455,2543,0,0,1,4,1,1,2,175,246,0.002329716320756892,0.0794404188540422,0.9433212991244544,0.06015687213678658,0
55,2,848,445,0,1,0,9,0,1,1,487,466,0.03549837587494597,0.042928445510069795,0.8332032991042965,0.05337758719094581,0
5,0,192,1305,1,0,1,5,1,1,2,427,269,0.0013018503152552041,0.0757492891655783,0.8513767718681361,0.0493252948114056,0
12,0,1178,2858,0,1,0,4,1,0,0,350,232,0.05563190270838873,0.09693754345623756,0.9933778846317212,0.08442599218151482,0
361,0,29297,111,0,9,3,6,9,1,30,433,29,0.583191014131222,0.4042376699017307,0.1571820456195243,0.960907253867461,1
234,2,37524,409,1,4,2,8,3,1,17,414,48,0.6650113834461504,0.3928339297481476,0.07645013853232921,0.7736457266831209,1
31,1,2274,2527,1,0,1,3,0,1,1,406,484,0.08706405934280971,0.04041462757002884,0.825922689575646,0.013474427066316276,0
4,0,1636,1641,0,0,0,2,0,0,2,264,371,0.0841128886394696,0.09017673533229759,0.9363178615425206,0.046324282737068005,0
24,2,4687,3716,1,1,1,3,0,1,0,3,91,0.03313105289787099,0.00884295143432815,0.9464193369210087,0.031151090752526034,0
11,1,2059,2421,1,1,1,5,1,0,2,159,448,0.06474533076906853,0.062023881061708155,0.9205670346397967,0.08050971109278392,0
42,0,3634,2527,0,1,0,2,0,1,1,444,412,0.0032832121708286535,0.017344939508777937,0.9755687054544071,0.041867318794446065,0
37,0,4246,1159,1,1,1,2,0,0,3,255,397,0.05218819306638737,0.06327095764814036,0.8925412753797373,0.05238406140648755,0
51,2,1087,2625,0,1,0,4,0,0,1,402,183,0.05249153123806438,0.0039074732187123875,0.849478394675722,0.08477990787291212,0
510,1,99591,422,1,3,1,19,6,1,47,234,25,0.6059269027164125,0.5584677481080627,0.17555671547464802,0.683322451180097,1
2,2,3420,3139,1,0,0,3,1,1,3,225,234,0.07256530157515804,0.07873694128638864,0.8127455271453413,0.0407716250279923,0
531,2,52127,455,0,3,3,23,7,0,7,305,17,0.531237026199695,0.4293263548886991,0.09816321370375523,0.869291597320742,1
32,1,2257,1745,1,2,1,2,0,0,4,7,382,0.00942215246336472,0.0938181424741487,0.905312165121143,0.012732934217368952,0
46,0,3182,1006,0,0,1,2,1,1,4,132,308,0.005235366752392412,0.019040829768287238,0.8992862375616454,0.06639995383365642,0
33,2,3619,697,1,0,1,7,1,1,3,370,449,0.0005279020955689995,0.012408599705780777,0.9880327335958494,0.03554996655390476,0
59,0,1607,1717,1,0,1,4,0,0,4,75,404,0.06403873792637772,0.02003361907778585,0.868093688351261,0.05919257539778845,0
30,0,2320,3810,0,0,1,0,1,1,1,400,499,0.07728795577272927,0.053894318729904814,0.9037083363192603,0.06147978816760365,0
32,1,4095,1815,0,0,1,0,1,0,2,130,36,0.03245726945417158,0.09529477004377454,0.8247707872282749,0.03768309532393487,0
175,0,25960,464,1,7,3,10,9,0,23,386,32,0.7913816656761372,0.33151430815425953,0.20824721034416266,0.5498138026739043,1
514,0,28861,392,1,8,4,15,8,0,13,246,37,0.9585717107329494,0.5926755609919762,0.3465573902609298,0.9616227220612852,1
12,0,4280,1825,1,0,1,5,1,0,3,441,430,0.09003115951320873,0.055652154571404246,0.8097823179034154,0.051929500558436315,0
33,0,3789,2587,0,2,0,4,1,0,0,49,327,0.02108114913371656,0.019207952789276263,0.8100710684918023,0.08505575438051652,0
267,1,8062,180,1,1,2,5,7,1,21,287,8,0.613467656463756,0.8310589606662999,0.13923505926955407,0.5228820417637734,1
39,2,1142,493,1,0,0,0,1,0,0,236,25,0.09807730037062759,0.033356447693392854,0.8041479057800865,0.015551214631035638,0
331,0,85196,17,1,6,4,7,5,1,20,378,31,0.8040106315542507,0.9148233591189592,0.3375415626141057,0.6494994718153662,1
13,0,3761,1356,1,2,1,2,1,1,3,259,344,0.04923890534881347,0.08490557526582135,0.8467139876744942,0.015950664504034897,0
467,2,50441,437,0,2,1,25,8,1,24,401,3,0.5793763920008896,0.38129930057545336,0.3486039433265154,0.627104458718462,1
58,0,3942,2972,0,1,1,4,0,0,1,482,113,0.07293540835945105,0.09838279591054995,0.8971186585591642,0.05378135706371126,0
48,1,4303,2107,0,2,0,5,1,1,2,172,460,0.01908536535714407,0.04854272192169817,0.8377471945239776,0.021988154071699496,0
408,2,16815,69,0,5,1,22,9,1,9,373,5,0.6785177762710907,0.48866511900730625,0.03881328298077933,0.9786240605320933,1
50,0,1055,2819,1,2,1,3,1,1,1,347,479,0.04062672654902636,0.09873824226476845,0.9700003626083046,0.001437783398440884,0
37,1,4559,3429,0,2,0,3,0,0,0,241,268,0.08174190976257856,0.08392723664020782,0.9760460065388514,0.021031183450568237,0
40,0,1617,277,1,0,0,3,1,0,4,455,129,0.010811364603720841,0.08323989527345078,0.9788963209681476,0.021824645057863704,0
36,1,3613,1261,1,1,0,3,1,1,3,163,328,0.06462699822537848,0.023518394855297553,0.8494681034797468,0.044306448322335504,0
42,0,4622,2700,1,0,0,5,0,0,3,166,213,0.04036731099900164,0.0683668841820787,0.9287753761478641,0.037401454356558415,0
377,2,74049,426,0,2,0,15,4,1,5,451,31,0.5430677189805038,0.982243217453628,0.3037436439744556,0.9695854151800052,1
263,2,55036,74,0,7,2,26,4,0,17,325,7,0.534122054261331,0.9628059569576628,0.142522880399204,0.7866697463057676,1
151,2,11565,215,0,8,0,11,3,0,42,283,32,0.8948881108717569,0.38877206799136216,0.04126450118719904,0.930912693394425,1
558,2,8119,319,1,8,2,8,2,0,12,276,47,0.8368520140571734,0.9841837887807194,0.014488933985043185,0.5552843223444803,1
35,1,525,1206,0,1,1,5,0,1,1,195,271,0.07774444947807967,0.005192293149027006,0.8528057052215468,0.058523999769252155,0
556,2,83758,333,0,0,1,7,4,1,39,414,24,0.7581968309491938,0.6947352990835653,0.023297260190455395,0.7105941966864816,1
14,0,3308,1569,0,2,0,5,1,0,3,440,229,0.03941794681349262,0.05549837921807014,0.8095683292058043,0.021362247587161876,0
181,0,90196,94,0,6,0,27,7,0,26,351,10,0.8591419836038039,0.7558032870746632,0.05745273930388879,0.5324533785742369,1
322,1,42135,341,0,8,4,11,6,0,7,364,7,0.7197857449433069,0.5276389114489498,0.2281056032976316,0.98223444552534,1
31,0,2376,3324,1,2,1,6,0,0,3,460,305,0.019484128382638577,0.0675292681943378,0.9541245107737039,0.09767019166390936,0
27,1,1715,473,0,2,0,0,0,1,2,468,307,0.0757399458259638,0.07248874993286175,0.8986309265682906,0.025023434141198987,0
50,1,2766,3997,0,0,0,9,0,1,2,142,374,0.03862328511121689,0.06706902380016286,0.9281045770102775,0.06139503318657285,0
5,0,1993,1509,1,0,1,7,0,1,3,340,386,0.0003046752970858879,0.07536788472226202,0.8883875200835455,0.01893377952271036,0
25,1,458,2759,0,1,0,8,1,0,2,274,300,0.03504470714389834,0.07353120318804314,0.9206382064879944,0.03510188281438074,0
16,1,4020,704,0,2,0,1,0,0,4,40,133,0.07117175161853959,0.0754569123079129,0.8695228298436153,0.01582881854233742,0
31,1,2578,2932,0,0,0,5,1,1,1,12,85,0.028167391296107458,0.03842141243871755,0.9083011728287688,0.09007195386610772,0
414,2,45747,406,0,4,3,15,6,0,31,444,13,0.976906291140492,0.5418820517854968,0.33478728396286517,0.6389860516926316,1
12,2,2593,556,0,1,1,5,0,0,3,55,481,0.06978703420702284,0.03222289536308533,0.8684482031929932,0.0673588037521129,0
455,1,48355,486,0,0,2,17,4,1,20,379,48,0.9232995492371242,0.8218196960976429,0.3755974537853892,0.9881828818231477,1
54,0,1440,3249,1,0,1,6,0,0,4,478,242,0.009913926525147188,0.027466585960941148,0.8372088725921188,0.09362922638523487,0
127,1,72187,153,0,4,4,28,8,0,27,453,20,0.7186677479500077,0.7495750314789908,0.37438910219649785,0.9637013814692729,1
36,2,4043,222,0,2,1,8,1,1,3,157,59,0.07311096664942628,0.04517310202750357,0.9226376626761053,0.05060913439420335,0
304,2,93593,212,0,8,2,24,6,1,42,385,9,0.8772397233360006,0.5524851607803635,0.06920344953441969,0.6090601613122096,1
554,0,22467,365,1,9,1,29,4,1,40,349,37,0.7595370660713269,0.9878720420131788,0.06642422408885951,0.8652522796238398,1
395,0,32645,446,1,2,2,29,4,1,11,358,31,0.9138205716709884,0.4604503688919812,0.28818136098151953,0.8333175947668048,1
469,1,19545,340,0,8,3,6,9,1,27,230,5,0.680773609807779,0.5560749929047479,0.24058018430797265,0.6423270646529695,1
23,2,989,1397,0,0,1,5,1,1,2,442,397,0.03787621482452719,0.005400070471591501,0.9399123210315997,0.003435025645952694,0
259,0,89870,113,1,7,4,16,3,0,18,430,39,0.7632436497075332,0.6023628006530651,0.3355601358351896,0.9579742656672723,1
55,0,2144,1009,1,0,1,3,0,1,3,100,222,0.025836341087118145,0.09897709847863015,0.8316855911584355,0.04699618719574447,0
37,1,1503,1089,1,1,1,4,0,1,3,245,460,0.028174006841313937,0.07238110943377715,0.9311847741451073,0.027730399378303395,0
48,1,458,3654,1,2,0,0,1,0,1,128,17,0.00723433889918218,0.08518260061370103,0.9884305094037557,0.012452044900683879,0
42,0,2937,2688,1,2,0,5,0,1,1,201,376,0.06936508973210471,0.06653658613029172,0.9955577358920166,0.011425261497651197,0
29,0,1286,3436,0,0,1,2,0,1,2,58,192,0.09568941262017452,0.08008695121758835,0.8608045442429009,0.036792607888582705,0
52,2,3095,1358,0,2,0,7,0,0,4,27,28,0.02831284049916425,0.07414028712082661,0.8632102082387967,0.07203128538169913,0
17,0,457,1026,1,0,0,4,0,1,4,307,174,0.048833701720064064,0.005953510888428349,0.9766545703568086,0.026075957934196894,0
26,2,3617,3288,1,0,1,6,0,0,0,425,368,0.04825875703895702,0.06082385377483514,0.9179744225100447,0.0694553559774293,0
20,0,3797,1308,1,2,1,5,1,1,2,480,416,0.023707195249220547,0.052697831766780605,0.8618874652150826,0.05487727787046412,0
31,1,1483,3614,0,1,0,4,0,0,0,109,33,0.03177642901667823,0.08617898580254786,0.8097034376711936,0.09111601074888463,0
34,2,2238,2133,1,1,0,8,1,0,2,313,74,0.04037985089607691,0.09812720422786743,0.8278874176719807,0.05577891901639889,0
33,1,1253,2261,0,0,1,7,0,0,1,196,304,0.07687371501956883,0.0010092931495056412,0.9653579818645028,0.0035157874487586117,0
146,1,97956,106,1,2,1,20,3,0,40,372,38,0.8449341600603004,0.84251491956538,0.36482447746298646,0.9790211397353166,1
340,1,77124,7,1,2,1,20,5,0,39,268,11,0.7945691857300066,0.5037959756482315,0.3243069483067152,0.8167568281689681,1
42,2,2175,391,1,1,1,7,0,0,2,452,334,0.006860981772029384,0.09735818101140807,0.9948385893132664,0.059615502937977495,0
32,2,4600,924,1,1,0,2,1,1,2,40,250,0.026412453663562086,0.06287280563447788,0.8185320907072449,0.06906714327254601,0
540,0,11632,466,1,4,2,7,2,1,17,435,21,0.8973629299513978,0.7974748780690899,0.016622530278361494,0.6191560006888994,1
21,1,4558,2665,0,2,1,9,0,0,0,434,380,0.06210876502288179,0.02465834250672072,0.9218051880796284,0.05193865039718747,0
33,1,4545,2388,1,2,1,7,1,1,2,285,464,0.010950621941550288,0.04346984130535088,0.8377937099483863,0.07820527871913607,0
36,1,1910,1687,0,1,1,6,0,1,3,219,47,0.03703745371585304,0.03201644383265517,0.956788704548513,0.08930263385812548,0
31,2,841,312,0,0,0,6,0,1,2,432,41,0.06709763524111559,0.045660459018404764,0.987009658500742,0.010571196979431508,0
425,2,84653,465,1,9,1,6,8,0,13,205,28,0.7443395650019953,0.412881513293755,0.052782684428338736,0.9741665563887429,1
35,2,2780,1419,0,0,1,1,1,1,2,443,168,0.06499580902226491,0.038792060954874766,0.8111059123720468,0.08069791548687717,0
191,2,77360,404,0,4,4,5,7,0,30,323,27,0.7930307546990254,0.4307521020365035,0.33374285435222834,0.8188220247712367,1
6,0,973,1943,0,0,0,9,1,0,1,78,263,0.04387630746394203,0.03426426375909799,0.9388928702241606,0.006912242918397083,0
57,1,2762,1617,0,1,0,6,1,0,1,130,55,0.07041896847082146,0.020008975645313877,0.8070694974403996,0.06099702054055944,0
51,0,4101,949,1,0,0,3,0,0,2,291,113,0.013199846000598238,0.06838384923536699,0.8766981245215106,0.034435376433337064,0
17,0,2273,2652,1,2,0,6,0,0,3,113,147,0.05396799104493077,0.011878869021031357,0.8224930053064945,0.09183256673670132,0
4,1,2864,3208,1,0,0,9,0,1,1,205,290,0.02008802119037837,0.007823105909188189,0.9604029955386599,0.0704392923225294,0
452,0,76163,94,0,8,2,17,7,1,40,355,36,0.8117375228276684,0.6023513363902286,0.10009970509350802,0.9613925920138323,1
22,0,3296,2560,1,0,0,2,0,1,1,385,449,0.06501851993537575,0.0434097117841732,0.9503209957025118,0.05809611445208185,0
2,1,2388,3448,1,1,1,1,1,1,3,168,77,0.06895077229722929,0.09366403909244768,0.978475607356211,0.02314482970580971,0
24,2,1860,3797,1,2,1,2,1,1,2,114,402,0.0776044156830853,0.034186055624808885,0.9469992167865087,0.03712475339219875,0
11,0,1487,2043,1,0,1,8,1,1,0,145,313,0.07134159437120147,0.031126307635501727,0.8827796680037253,0.07449853759787764,0
28,0,4728,857,1,2,1,5,0,1,1,234,441,0.05661051207231574,0.09940564377993397,0.9425829720126244,0.02308117999756011,0
36,2,732,2049,0,0,0,2,0,0,0,359,117,0.04535833956822985,0.03860896175103047,0.8542120296171742,0.08696088748523045,0
44,2,1751,3914,0,0,0,5,0,0,3,110,204,0.014478762776088595,0.04363066918647264,0.9788687204720686,0.011484656707737673,0
17,1,4751,2996,1,1,0,6,1,0,4,78,350,0.08722284940547849,0.0349976966005171,0.8826463666858096,0.07780384635750057,0
566,1,99788,310,0,6,2,29,6,0,49,430,37,0.6996701018267788,0.4302338155404984,0.3446075228028613,0.7622484171977555,1
44,1,3192,2366,0,2,0,7,0,0,2,243,405,0.015325254784920295,0.008087462101852438,0.9363127154050161,0.02192369085628575,0
447,0,85608,148,1,0,4,14,3,0,20,348,35,0.5952740646335399,0.5380228745820463,0.23662525321674388,0.670281581563211,1
545,1,69645,435,0,1,0,6,4,0,19,430,38,0.9814310110854939,0.7084475716744963,0.35640895535549955,0.9682085349409423,1
44,0,2250,1464,1,0,0,8,0,1,0,216,415,0.09001737694387923,0.02930403259685036,0.9639705399942452,0.05181810521299112,0
55,2,3266,3025,1,1,1,5,1,1,3,261,258,0.04090044187934641,0.010866685238325924,0.8133093462907169,0.004480647447643693,0
191,2,85644,130,1,0,4,19,6,1,31,447,46,0.6732542011804395,0.5162324977737005,0.04391811663378147,0.8931625431324637,1
25,2,612,528,1,0,1,9,1,1,3,427,346,0.01877342634901784,0.07049274282288524,0.8430013259263179,0.06827225777580424,0
18,1,4389,1715,1,0,0,3,1,1,1,286,368,0.06751662952455648,0.08727881468358373,0.8482076164526358,0.05617062692972211,0
